"function_name"	"title"	"usage"	"description"
"diag_OSAS.MAP"	"obstructive sleep apnea(2005-2008, 2015-2018)"	"diag_OSAS.MAP(data, years, Year = FALSE, join = \"left\", component = F)"	"obstructive sleep apnea(2005-2008, 2015-2018)"
"diag_osteoporosis"	"骨质疏松"	"diag_osteoporosis(   data,   years,   fem.neck.mean = 0.86,   fem.neck.sd = 0.12,   lum.mean = 1.064,   lum.sd = 0.106,   Tscore = FALSE,   Year = FALSE,   join = \"left\" )"	"骨质疏松"
"diag_Overactive.bladder"	"膀胱过度活动"	"diag_Overactive.bladder(data, years, Year = FALSE, join = \"left\")"	"膀胱过度活动"
"diag_PAD"	"peripheral artery disease"	"diag_PAD(data, years, yes1 = FALSE, Year = FALSE, join = \"left\")"	"peripheral artery disease"
"diag_Parkinson"	"Parkinson diagnose by taking antiparkinson agents"	"diag_Parkinson(data, years, Year = FALSE, yes1 = FALSE, join = \"left\")"	"Parkinson diagnose by taking antiparkinson agents"
"diag_periodontitis"	"periodontitis"	"diag_periodontitis(data, years, Year = FALSE, join = \"left\")"	"periodontitis"
"diag_periodontitis_CDC.AAP"	"periodontitis by CDC-AAP"	"diag_periodontitis_CDC.AAP(data, years, Year = FALSE, join = \"left\")"	"periodontitis by CDC-AAP"
"diag_PHQ9"	"add depression of \"PHQ-9\""	"diag_PHQ9(   data,   years,   cut,   na0 = FALSE,   score = FALSE,   dpq = FALSE,   varLabel = FALSE,   cat = T )"	"add depression of \"PHQ-9\""
"diag_preDM"	"prediabetes"	"diag_preDM(data, years, Year = FALSE, cat = TRUE, join = \"left\")"	"prediabetes"
"diag_Pregnant"	"Pregnant Now?"	"diag_Pregnant(data, years, yes1 = FALSE, Year = FALSE, join = \"left\")"	"Pregnant Now?"
"diag_Resistant.hypertension"	"Resistant hypertension take at least 3 kinds of anti-hypertensive drugs and still have hypertension"	"diag_Resistant.hypertension(   data,   years,   systolic = 140,   diastolic = 90,   Year = FALSE,   join = \"left\" )"	"Resistant hypertension take at least 3 kinds of anti-hypertensive drugs and still have hypertension"
"diag_Retinal.Emboli"	"Retinal Emboli"	"diag_Retinal.Emboli(data, years, Year = FALSE, join = \"left\")"	"Retinal Emboli"
"diag_RMetS"	"Reverse metabolic syndrome"	"diag_RMetS(data, years, component = F, Year = FALSE, join = \"left\")"	"Reverse metabolic syndrome"
"diag_sarcopenia"	"Title"	"diag_sarcopenia(data, years, yes1 = FALSE, Year = FALSE, join = \"left\")"	"Title"
"diag_sarcopenia_low.muscle"	"Title"	"diag_sarcopenia_low.muscle(   data,   years,   yes1 = FALSE,   Year = FALSE,   join = \"left\" )"	"Title"
"diag_smoke"	"smoke"	"diag_smoke(   data,   years,   smoke = T,   start_age = F,   quit_years = F,   smoking_years = F,   pack_years = F,   cigarettes_per_day_when_quit = F,   avg_cigarettes_per_day_past_30_days = F,   anyone.smoke.in.home = F,   days.used.nicotine.stop.smoking.aid_past5days = F,   never = \"never\",   former = \"former\",   now = \"now\",   Year = FALSE,   join = \"left\" )"	"smoke"
"diag_stroke"	"stroke by mcq160f or spq070d"	"diag_stroke(   data,   years,   stroke = TRUE,   stroke.Age = FALSE,   Year = FALSE,   join = \"left\" )"	"stroke by mcq160f or spq070d"
"diag_viral.hepatitis"	"diagnose of viral hepatitis"	"diag_viral.hepatitis(   data,   years,   HBV = TRUE,   HCV = TRUE,   Year = FALSE,   yes1 = FALSE,   colname = \"viral.hepatitis\",   join = \"left\" )"	"diagnose of viral hepatitis"
"diag_youth.hypertension"	"youth hypertension age: 1-17"	"diag_youth.hypertension(   data,   years,   levels = c(\"90th\", \"50th\", \"95th\", \"95th+\"),   Year = FALSE,   join = \"left\" )"	"youth hypertension age: 1-17"
"diag_youth.obesity"	"youth obesity age < 18 years old"	"diag_youth.obesity(data, years, Year = FALSE, join = \"left\")"	"youth obesity age < 18 years old"
"dietary_food.code"	""	"dietary_food.code(...)"	""
"digit"	""	"digit(...)"	""
"digit2character"	"to numeric"	"digit2character(x, round = 2)"	"to numeric"
"digit2character<-"	"to numeric"	"digit2character(x) <- value"	"to numeric"
"digit2numeric"	"to numeric"	"digit2numeric(x, round = 2)"	"to numeric"
"digit2numeric<-"	"to numeric"	"digit2numeric(x) <- value"	"to numeric"
"dii"	"calculate dietary inflammatory index"	"dii(component, x)"	"calculate dietary inflammatory index"
"dii.xlsx"	""	"dii.xlsx(...)"	""
"distinct"	"distinct"	"distinct(.data, ..., .keep_all = FALSE)"	"distinct"
"distinct.survey.design"	""	"distinct.survey.design(...)"	""
"dl"	""	"dl(...)"	""
"drop_col"	"drop column in dataframe"	"drop_col(x, ...)"	"drop column in dataframe"
"drop_col<-"	"dataframe"	"drop_col(x) <- value"	"dataframe"
"drop_row"	"drop row"	"drop_row(x, ...)"	"drop row"
"drop_row.data.frame"	"drop row"	"drop_rowdata.frame(   x,   ...,   cat = TRUE,   title = NULL,   title.space = \"\",   subtitle.space = \"\" )"	"drop row"
"drop_row.survey.design"	""	"drop_row.survey.design(...)"	""
"drop_row_high_percent"	"删除数据中某列高于于某一个百分位的数值"	"drop_row_high_percent(d, ..., percent = 97.5)"	"删除数据中某列高于于某一个百分位的数值"
"drop_row_low_percent"	"删除数据中某列低于某一个百分位的数值"	"drop_row_low_percent(d, ..., percent = 2.5)"	"删除数据中某列低于某一个百分位的数值"
"drop_row<-"	"drop row"	"drop_row(x) <- value"	"drop row"
"Drug"	"Attach medication usage by drug name, fda, ndc, dcn or icn"	"Drug(   ...,   data = NULL,   years,   take_drug = \"take_drug\",   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = T,   dup.take.drug = c(\"remove\", \"paste\", \"keep\"),   join = \"left\",   Year = FALSE ) drug_anti.Diabetic(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.Hypertensive(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.Hyperlipidemic(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.infectives(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.parkinson(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code,   other.code,   no.code,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_fibrates(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_niacin(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE )"	"Attach medication usage by drug name, fda, ndc, dcn or icn"
"drug_anti.Diabetic"	"Attach medication usage by drug name, fda, ndc, dcn or icn"	"Drug(   ...,   data = NULL,   years,   take_drug = \"take_drug\",   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = T,   dup.take.drug = c(\"remove\", \"paste\", \"keep\"),   join = \"left\",   Year = FALSE ) drug_anti.Diabetic(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.Hypertensive(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.Hyperlipidemic(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.infectives(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.parkinson(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code,   other.code,   no.code,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_fibrates(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_niacin(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE )"	"Attach medication usage by drug name, fda, ndc, dcn or icn"
"drug_anti.Hyperlipidemic"	"Attach medication usage by drug name, fda, ndc, dcn or icn"	"Drug(   ...,   data = NULL,   years,   take_drug = \"take_drug\",   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = T,   dup.take.drug = c(\"remove\", \"paste\", \"keep\"),   join = \"left\",   Year = FALSE ) drug_anti.Diabetic(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.Hypertensive(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.Hyperlipidemic(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.infectives(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.parkinson(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code,   other.code,   no.code,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_fibrates(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_niacin(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE )"	"Attach medication usage by drug name, fda, ndc, dcn or icn"
"drug_anti.Hypertensive"	"Attach medication usage by drug name, fda, ndc, dcn or icn"	"Drug(   ...,   data = NULL,   years,   take_drug = \"take_drug\",   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = T,   dup.take.drug = c(\"remove\", \"paste\", \"keep\"),   join = \"left\",   Year = FALSE ) drug_anti.Diabetic(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.Hypertensive(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.Hyperlipidemic(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.infectives(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.parkinson(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code,   other.code,   no.code,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_fibrates(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_niacin(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE )"	"Attach medication usage by drug name, fda, ndc, dcn or icn"
"drug_anti.infectives"	"Attach medication usage by drug name, fda, ndc, dcn or icn"	"Drug(   ...,   data = NULL,   years,   take_drug = \"take_drug\",   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = T,   dup.take.drug = c(\"remove\", \"paste\", \"keep\"),   join = \"left\",   Year = FALSE ) drug_anti.Diabetic(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.Hypertensive(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.Hyperlipidemic(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.infectives(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.parkinson(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code,   other.code,   no.code,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_fibrates(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_niacin(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE )"	"Attach medication usage by drug name, fda, ndc, dcn or icn"
"drug_anti.parkinson"	"Attach medication usage by drug name, fda, ndc, dcn or icn"	"Drug(   ...,   data = NULL,   years,   take_drug = \"take_drug\",   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = T,   dup.take.drug = c(\"remove\", \"paste\", \"keep\"),   join = \"left\",   Year = FALSE ) drug_anti.Diabetic(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.Hypertensive(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.Hyperlipidemic(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.infectives(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.parkinson(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code,   other.code,   no.code,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_fibrates(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_niacin(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE )"	"Attach medication usage by drug name, fda, ndc, dcn or icn"
"drug_fibrates"	"Attach medication usage by drug name, fda, ndc, dcn or icn"	"Drug(   ...,   data = NULL,   years,   take_drug = \"take_drug\",   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = T,   dup.take.drug = c(\"remove\", \"paste\", \"keep\"),   join = \"left\",   Year = FALSE ) drug_anti.Diabetic(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.Hypertensive(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.Hyperlipidemic(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.infectives(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.parkinson(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code,   other.code,   no.code,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_fibrates(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_niacin(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE )"	"Attach medication usage by drug name, fda, ndc, dcn or icn"
"drug_niacin"	"Attach medication usage by drug name, fda, ndc, dcn or icn"	"Drug(   ...,   data = NULL,   years,   take_drug = \"take_drug\",   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = T,   dup.take.drug = c(\"remove\", \"paste\", \"keep\"),   join = \"left\",   Year = FALSE ) drug_anti.Diabetic(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.Hypertensive(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.Hyperlipidemic(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.infectives(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_anti.parkinson(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code,   other.code,   no.code,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_fibrates(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE ) drug_niacin(   data,   years,   take_drug = TRUE,   DrugNumber = FALSE,   drugname = FALSE,   fdaNDC = FALSE,   dcn = FALSE,   icn = FALSE,   icd10 = FALSE,   yes.code = NULL,   other.code = NULL,   no.code = NULL,   remove.other = TRUE,   dup.take.drug = \"remove\",   join = \"left\",   Year = FALSE )"	"Attach medication usage by drug name, fda, ndc, dcn or icn"
