"function_name"	"category"	"help_topic"	"argument"	"required"	"default"	"standard_value"	"standard_rule"	"description"
"dt_weight.durations_icu.t"	"time_series"	"dt_weight.durations_icu.t"	"weight"	FALSE	"T"	"T"	"Preserve the package default."	""
"dt_weight.durations_icu.t"	"time_series"	"dt_weight.durations_icu.t"	"weight_type"	TRUE	""	"FALSE"	"Use FALSE unless the protocol requires otherwise."	"character or logical"
"dup_id"	"utility"	"dup_id"	"d"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"数据"
"dup_subj_charttime"	"utility"	"dup_subj_charttime"	"d"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"数据"
"Factor"	"utility"	"Factor"	"x"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"character or dataframe"
"fl_jn"	"utility"	"fl_jn"	"x"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"数据1"
"fl_jn"	"utility"	"fl_jn"	"y"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"数据2"
"fl_jn"	"utility"	"fl_jn"	"..."	FALSE	""	""	"Pass extra expressions explicitly."	"合并关键词"
"fl_jn"	"utility"	"fl_jn"	"suffix"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"fl_jn"	"utility"	"fl_jn"	"preffix"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"fl_jn"	"utility"	"fl_jn"	"print"	FALSE	"T"	"T"	"Preserve the package default."	""
"forestplot"	"plot_model"	"forestplot"	"x"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	""
"forestplot"	"plot_model"	"forestplot"	"..."	FALSE	""	""	"Pass extra expressions explicitly."	""
"getChangepoints"	"utility"	"getChangepoints"	"r"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"result of RCS()"
"group_cal"	"utility"	"group_cal"	"d"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"数据"
"group_cal"	"utility"	"group_cal"	"bys"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"分组，默认以id结尾的变量"
"group_cal"	"utility"	"group_cal"	"mean_vars"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"variable"
"group_cal"	"utility"	"group_cal"	"max_vars"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"variable"
"group_cal"	"utility"	"group_cal"	"min_vars"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"variable"
"group_cal"	"utility"	"group_cal"	"sum_vars"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"variable"
"group_cal"	"utility"	"group_cal"	"sd_vars"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"group_cal"	"utility"	"group_cal"	"uniq_vars"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"variable"
"group_cal"	"utility"	"group_cal"	"paste_vars"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"variable"
"group_cal"	"utility"	"group_cal"	"uniq_past_vars"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"variable"
"group_cal"	"utility"	"group_cal"	"collapse"	FALSE	"\",\""	"\",\""	"Preserve the package default."	"链接字符"
"group_cal"	"utility"	"group_cal"	"print"	FALSE	"T"	"T"	"Preserve the package default."	"是否打印"
"icd_xlsx_diag"	"utility"	"icd_xlsx_diag"	"file"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"icd_xlsx_procedures"	"utility"	"icd_xlsx_procedures"	"file"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"in_jn"	"utility"	"in_jn"	"x"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"数据1"
"in_jn"	"utility"	"in_jn"	"y"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"数据2"
"in_jn"	"utility"	"in_jn"	"..."	FALSE	""	""	"Pass extra expressions explicitly."	"合并关键词"
"in_jn"	"utility"	"in_jn"	"suffix"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"in_jn"	"utility"	"in_jn"	"preffix"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"in_jn"	"utility"	"in_jn"	"print"	FALSE	"T"	"T"	"Preserve the package default."	""
"km_plot"	"plot_model"	"km_plot"	"time"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"time"
"km_plot"	"plot_model"	"km_plot"	"y"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"y"
"km_plot"	"plot_model"	"km_plot"	"x"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"x"
"km_plot"	"plot_model"	"km_plot"	"ck"	FALSE	"T"	"T"	"Preserve the package default."	"条件"
"km_plot"	"plot_model"	"km_plot"	"color"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"颜色"
"km_plot"	"plot_model"	"km_plot"	"linewidth"	FALSE	"0.6"	"0.6"	"Preserve the package default."	"线宽"
"km_plot"	"plot_model"	"km_plot"	"median.line"	FALSE	"F"	"F"	"Preserve the package default."	"中位随访时间线"
"km_plot"	"plot_model"	"km_plot"	"conf.int"	FALSE	"T"	"T"	"Preserve the package default."	"可信区间"
"km_plot"	"plot_model"	"km_plot"	"alpha"	FALSE	"0.3"	"0.3"	"Preserve the package default."	"可信区间透明度"
"km_plot"	"plot_model"	"km_plot"	"pval.xy"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"p值坐标"
"km_plot"	"plot_model"	"km_plot"	"xlim"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"x轴范围"
"km_plot"	"plot_model"	"km_plot"	"ylim"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"y轴范围"
"km_plot"	"plot_model"	"km_plot"	"break.x.by"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"x轴坐标间隔"
"km_plot"	"plot_model"	"km_plot"	"axis.title.size"	FALSE	"13"	"13"	"Preserve the package default."	"坐标轴标题大小"
"km_plot"	"plot_model"	"km_plot"	"xlab"	FALSE	"\"Time\""	"\"Time\""	"Preserve the package default."	"x轴标题"
"km_plot"	"plot_model"	"km_plot"	"ylab"	FALSE	"\"Survival porbability\""	"\"Survival porbability\""	"Preserve the package default."	"y轴标题"
"km_plot"	"plot_model"	"km_plot"	"legend.labs"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"图例文本"
"km_plot"	"plot_model"	"km_plot"	"legend.title"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"图例标题"
"km_plot"	"plot_model"	"km_plot"	"legend.title.size"	FALSE	"11.5"	"11.5"	"Preserve the package default."	"图例标题大小"
"km_plot"	"plot_model"	"km_plot"	"risk.table"	FALSE	"T"	"T"	"Preserve the package default."	"风险表格"
"km_plot"	"plot_model"	"km_plot"	"risk.table.height"	FALSE	"2"	"2"	"Preserve the package default."	""
"km_plot"	"plot_model"	"km_plot"	"risk.title.size"	FALSE	"13"	"13"	"Preserve the package default."	"风险表格标题大小"
"km_plot"	"plot_model"	"km_plot"	"file"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"文件名"
"km_plot"	"plot_model"	"km_plot"	"width"	FALSE	"par(\"din\")[1]"	"par(\"din\")[1]"	"Preserve the package default."	"宽度"
"km_plot"	"plot_model"	"km_plot"	"height"	FALSE	"par(\"din\")[2]"	"par(\"din\")[2]"	"Preserve the package default."	"高度"
"km_plot"	"plot_model"	"km_plot"	"unit"	FALSE	"\"in\""	"\"in\""	"Preserve the package default."	"单位"
"km_plot"	"plot_model"	"km_plot"	"dpi"	FALSE	"300"	"300"	"Preserve the package default."	"分辨率"
"labtest_days.seq_icu"	"utility"	"labtest_days.seq_icu"	"d"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"数据"
"labtest_days.seq_icu"	"utility"	"labtest_days.seq_icu"	"total_day"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"labtest_days.seq_icu"	"utility"	"labtest_days.seq_icu"	"unit_day"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"labtest_days.seq_icu"	"utility"	"labtest_days.seq_icu"	"total_hour"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"labtest_days.seq_icu"	"utility"	"labtest_days.seq_icu"	"unit_hour"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"labtest_days.seq_icu"	"utility"	"labtest_days.seq_icu"	"timevar"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"时间变量"
"labtest_days.seq_icu"	"utility"	"labtest_days.seq_icu"	"rep_fun"	FALSE	"\"max\""	"\"max\""	"Preserve the package default."	"重复测量的处理方法，默认是max，也可以是min，mean，median"
"labtest_days.seq_icu"	"utility"	"labtest_days.seq_icu"	"most"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"测量的最大次数"
"labtest_days.seq_icu"	"utility"	"labtest_days.seq_icu"	"least"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"测量的最少次数"
"labtest_days.seq_icu"	"utility"	"labtest_days.seq_icu"	"align"	FALSE	"F"	"F"	"Preserve the package default."	"对齐"
"labtest_times.seq_icu"	"utility"	"labtest_times.seq_icu"	"d"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"数据"
"labtest_times.seq_icu"	"utility"	"labtest_times.seq_icu"	"day"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"天数"
"labtest_times.seq_icu"	"utility"	"labtest_times.seq_icu"	"timevar"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"时间变量"
"labtest_times.seq_icu"	"utility"	"labtest_times.seq_icu"	"rep_fun"	FALSE	"\"max\""	"\"max\""	"Preserve the package default."	"重复测量的处理方法，默认是max，也可以是min，mean，median"
"labtest_times.seq_icu"	"utility"	"labtest_times.seq_icu"	"least"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"测量的最少次数"
"labtest_times.seq_icu"	"utility"	"labtest_times.seq_icu"	"most"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"测量的最大次数"
"labtest_times.seq_icu"	"utility"	"labtest_times.seq_icu"	"align"	FALSE	"F"	"F"	"Preserve the package default."	"对齐"
"lag_before"	"utility"	"lag_before"	"data"	TRUE	""	"cohort_dat"	"Use the standard data object name for this stage."	"数据"
"lag_before"	"utility"	"lag_before"	"cols"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"cols"
"lag_before"	"utility"	"lag_before"	"group"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"分组"
"lag_before"	"utility"	"lag_before"	"order"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"排序"
"lag_before"	"utility"	"lag_before"	"n"	FALSE	"1"	"1"	"Preserve the package default."	"个数，默认1"
"lag_before"	"utility"	"lag_before"	"data.table"	FALSE	"F"	"F"	"Preserve the package default."	"是否返回data.table"
"lag_before"	"utility"	"lag_before"	"NA2"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"缺失填补列"
"lf_jn"	"utility"	"lf_jn"	"x"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"数据1"
"lf_jn"	"utility"	"lf_jn"	"y"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"数据2"
"lf_jn"	"utility"	"lf_jn"	"..."	FALSE	""	""	"Pass extra expressions explicitly."	"合并关键词"
"lf_jn"	"utility"	"lf_jn"	"suffix"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"lf_jn"	"utility"	"lf_jn"	"preffix"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"lf_jn"	"utility"	"lf_jn"	"print"	FALSE	"T"	"T"	"Preserve the package default."	""
"lookl"	"setup_discovery"	"lookl"	"x"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"vector"
"lookl"	"setup_discovery"	"lookl"	"..."	FALSE	""	""	"Pass extra expressions explicitly."	"key"
"lookl"	"setup_discovery"	"lookl"	"ignore.case"	FALSE	"TRUE"	"TRUE"	"Preserve the package default."	"logical, TRUE is default"
"lookl"	"setup_discovery"	"lookl"	"NA2false"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	"logical. FALSE is default"
"mice2"	"missing_data"	"mice2"	"d"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"数据"
"mice2"	"missing_data"	"mice2"	"seed"	FALSE	"1"	"1"	"Preserve the package default."	"随机种子"
"mimic_join_left"	"utility"	"mimic_join_left"	"..."	FALSE	""	""	"Pass extra expressions explicitly."	"one or more data"
"missForest2"	"missing_data"	"missForest2"	"d"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"数据"
"missForest2"	"missing_data"	"missForest2"	"ntree"	FALSE	"5"	"5"	"Preserve the package default."	""
"missForest2"	"missing_data"	"missForest2"	"seed"	FALSE	"1"	"1"	"Preserve the package default."	""
"missValue"	"missing_data"	"missValue"	"data"	TRUE	""	"analytic_dat"	"Use the standard data object name for this stage."	"数据"
"missvalue_knn"	"missing_data"	"missvalue_knn"	"d"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"数据"
"missvalue_mice"	"missing_data"	"missvalue_mice"	"d"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"数据"
"missvalue_mice"	"missing_data"	"missvalue_mice"	"seed"	FALSE	"1"	"1"	"Preserve the package default."	"随机种子"
"missvalue_missForest"	"missing_data"	"missvalue_missForest"	"d"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"数据"
"missvalue_missForest"	"missing_data"	"missvalue_missForest"	"ntree"	FALSE	"5"	"5"	"Preserve the package default."	""
"missvalue_missForest"	"missing_data"	"missvalue_missForest"	"seed"	FALSE	"1"	"1"	"Preserve the package default."	""
"newVb"	"utility"	"newVb"	"df"	TRUE	""	"cohort_dat"	"Use the standard data object name for this stage."	"数据"
"newVb"	"utility"	"newVb"	"..."	FALSE	""	""	"Pass extra expressions explicitly."	"变量表达式"
"newVb"	"utility"	"newVb"	"by"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"分组变量"
"optimal_nKnots"	"utility"	"optimal_nKnots"	"fit"	TRUE	""	"model1"	"Use the first fitted model object by default."	"result of fit from 'rms' package"
"optimal_nKnots"	"utility"	"optimal_nKnots"	"n"	FALSE	"3:8"	"3:8"	"Preserve the package default."	"number of nots"
"optimal_nKnots"	"utility"	"optimal_nKnots"	"by"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"optimal_nKnots"	"utility"	"optimal_nKnots"	"plot"	FALSE	"TRUE"	"TRUE"	"Preserve the package default."	"logical. whether to plot"
"optimal_nKnots"	"utility"	"optimal_nKnots"	"title"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"optimal_nKnots"	"utility"	"optimal_nKnots"	"cat"	FALSE	"F"	"F"	"Preserve the package default."	""
"p4trend"	"utility"	"p4trend"	"fit"	TRUE	""	"model1"	"Use the first fitted model object by default."	"fit"
"p4trend"	"utility"	"p4trend"	"x"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"x"
"p4trend"	"utility"	"p4trend"	"character2integer"	FALSE	"TRUE"	"TRUE"	"Preserve the package default."	""
"p4trend"	"utility"	"p4trend"	"quadratic"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	""
"p4trend"	"utility"	"p4trend"	"round"	FALSE	"3"	"3"	"Preserve the package default."	"round"
"p4trend"	"utility"	"p4trend"	"data"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"Qnplot"	"plot_model"	"Qnplot"	"..."	FALSE	""	""	"Pass extra expressions explicitly."	"一个或者多个crude.Model.n的结果"
"Qnplot"	"plot_model"	"Qnplot"	"xlab"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"Qnplot"	"plot_model"	"Qnplot"	"ylab"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"Qnplot"	"plot_model"	"Qnplot"	"skip"	FALSE	"0"	"0"	"Preserve the package default."	""
"Qnplot"	"plot_model"	"Qnplot"	"linewidth"	FALSE	"0.9"	"0.9"	"Preserve the package default."	""
"Qnplot"	"plot_model"	"Qnplot"	"axis.text.size"	FALSE	"10"	"10"	"Preserve the package default."	""
"Qnplot"	"plot_model"	"Qnplot"	"axis.label.size"	FALSE	"12"	"12"	"Preserve the package default."	""
"Qnplot"	"plot_model"	"Qnplot"	"legend.text.size"	FALSE	"9.5"	"9.5"	"Preserve the package default."	""
"Qnplot"	"plot_model"	"Qnplot"	"legend.position"	FALSE	"\"right\""	"\"right\""	"Preserve the package default."	""
"Qnplot"	"plot_model"	"Qnplot"	"strip.text.size"	FALSE	"10"	"10"	"Preserve the package default."	""
"Qnplot"	"plot_model"	"Qnplot"	"file"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"Qnplot"	"plot_model"	"Qnplot"	"width"	FALSE	"par(\"din\")[1]"	"par(\"din\")[1]"	"Preserve the package default."	""
"Qnplot"	"plot_model"	"Qnplot"	"height"	FALSE	"par(\"din\")[2]"	"par(\"din\")[2]"	"Preserve the package default."	""
"Qnplot"	"plot_model"	"Qnplot"	"unit"	FALSE	"\"in\""	"\"in\""	"Preserve the package default."	""
"Qnplot"	"plot_model"	"Qnplot"	"dpi"	FALSE	"300"	"300"	"Preserve the package default."	""
"QRn_plot"	"plot_model"	"QRn_plot"	"y"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"QRn_plot"	"plot_model"	"QRn_plot"	"x"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"QRn_plot"	"plot_model"	"QRn_plot"	"time"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"quant"	"utility"	"quant"	"x"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"连续变量"
"quant"	"utility"	"quant"	"n"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"分类个数"
"quant"	"utility"	"quant"	"round"	FALSE	"3"	"3"	"Preserve the package default."	"小数位数，默认3位"
"quant"	"utility"	"quant"	"cat"	FALSE	"TRUE"	"TRUE"	"Preserve the package default."	"是否打印输出"
"quant"	"utility"	"quant"	"Q"	FALSE	"FALSE"	"FALSE"	"Preserve the package default."	"是否输出Q1, Q2, Q3..."
"quant"	"utility"	"quant"	"by"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"分组计算的向量，例如d$sex"
"quant"	"utility"	"quant"	"ref"	FALSE	"1"	"1"	"Preserve the package default."	""
"quant.median"	"utility"	"quant.median"	"x"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"vector"
"quant.median"	"utility"	"quant.median"	"n"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"number of quantile"
"quant.median"	"utility"	"quant.median"	"round"	FALSE	"3"	"3"	"Preserve the package default."	"round, 3 is default"
"quant.median"	"utility"	"quant.median"	"cat"	FALSE	"TRUE"	"TRUE"	"Preserve the package default."	"logical"
"quant.median"	"utility"	"quant.median"	"by"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"quant.median"	"utility"	"quant.median"	"IQR"	FALSE	"F"	"F"	"Preserve the package default."	""
"rank_dense"	"utility"	"rank_dense"	"data"	TRUE	""	"cohort_dat"	"Use the standard data object name for this stage."	"data"
"rank_dense"	"utility"	"rank_dense"	"orderCol"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"column name for rank"
"rank_dense"	"utility"	"rank_dense"	"newCol"	FALSE	"\"seq\""	"\"seq\""	"Preserve the package default."	"column name for result"
"rank_dense"	"utility"	"rank_dense"	"group"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"one or more group colnames"
"RCS"	"plot_model"	"RCS"	"..."	FALSE	""	""	"Pass extra expressions explicitly."	"one or more regression"
"RCS"	"plot_model"	"RCS"	"nknots"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"number of knots"
"RCS"	"plot_model"	"RCS"	"reference"	FALSE	"\"median\""	"\"median\""	"Preserve the package default."	"reference, default is median"
"RCS"	"plot_model"	"RCS"	"by"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"one or more variable"
"RCS"	"plot_model"	"RCS"	"conf.int"	FALSE	"0.95"	"0.95"	"Preserve the package default."	""
"RCS"	"plot_model"	"RCS"	"ref.zero"	FALSE	"F"	"F"	"Preserve the package default."	""
"RCS"	"plot_model"	"RCS"	"portion"	FALSE	"100"	"100"	"Preserve the package default."	""
"RCS"	"plot_model"	"RCS"	"xlsx"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"RCS"	"plot_model"	"RCS"	"cat"	FALSE	"T"	"T"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"r"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"RCS的结果"
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"title"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"xlim"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"ylim"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"breaks"	FALSE	"20"	"20"	"Preserve the package default."	"histgram的柱子个数，默认为20"
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"lp.color"	FALSE	"c(\"green\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\")"	"c(\"green\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\")"	"Preserve the package default."	"趋势线的颜色"
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"lp.wd"	FALSE	"1.4"	"1.4"	"Preserve the package default."	"趋势线的宽度"
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"ci.alpha"	FALSE	"c(0.13, 0.13)"	"c(0.13, 0.13)"	"Preserve the package default."	"可信区间的透明度，默认为0.13"
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"reference"	FALSE	"TRUE"	"TRUE"	"Preserve the package default."	"参考值"
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"ref.wd"	FALSE	"1"	"1"	"Preserve the package default."	"参考线的宽度"
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"xlab"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"x轴标题"
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"ylab"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"y轴标题"
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"xylab.size"	FALSE	"1"	"1"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"xytext.size"	FALSE	"1"	"1"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"xtext.line"	FALSE	"1.5"	"1.5"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"ytext.line"	FALSE	"1.65"	"1.65"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"p.size"	FALSE	"0.9"	"0.9"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"px"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"py"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"ip.size"	FALSE	"0.9"	"0.9"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"ipx1"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"ipx2"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"ipy"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"ml"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"mr"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"mt"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"mb"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"seperate"	FALSE	"T"	"T"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"file"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"width"	FALSE	"par(\"din\")[1]"	"par(\"din\")[1]"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"height"	FALSE	"par(\"din\")[2]"	"par(\"din\")[2]"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"unit"	FALSE	"c(\"in\", \"cm\", \"mm\")"	"c(\"in\", \"cm\", \"mm\")"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"dpi"	FALSE	"300"	"300"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"browse"	FALSE	"T"	"T"	"Preserve the package default."	""
"rcs_plot1.1"	"utility"	"rcs_plot1.1"	"mfrow"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"r"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"RCS的结果"
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"group_model"	FALSE	"F"	"F"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"group_by"	FALSE	"F"	"F"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"group_rcsx"	FALSE	"F"	"F"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"title"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"xlim"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"ylim"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"breaks"	FALSE	"20"	"20"	"Preserve the package default."	"histgram的柱子个数，默认为20"
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"lp.color"	FALSE	"c(\"green\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\")"	"c(\"green\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\")"	"Preserve the package default."	"趋势线的颜色"
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"lp.wd"	FALSE	"1.4"	"1.4"	"Preserve the package default."	"趋势线的宽度"
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"ci.alpha"	FALSE	"c(0.13, 0.13)"	"c(0.13, 0.13)"	"Preserve the package default."	"可信区间的透明度，默认为0.13"
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"reference"	FALSE	"TRUE"	"TRUE"	"Preserve the package default."	"参考值"
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"ref.wd"	FALSE	"1"	"1"	"Preserve the package default."	"参考线的宽度"
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"xlab"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"x轴标题"
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"ylab"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"y轴标题"
